original_file,face_index,saved_crop_path,csv_name,csv_class,manual_label
train_30.npy,0,extracted_faces/train_30_face_0.jpg,Mila_Kunis,2,Mila_Kunis
train_30.npy,1,extracted_faces/train_30_face_1.jpg,Mila_Kunis,2,Mila_Kunis
train_31.npy,0,extracted_faces/train_31_face_0.jpg,Mila_Kunis,2,Mila_Kunis
train_32.npy,0,extracted_faces/train_32_face_0.jpg,Sarah_Hyland,0,Sarah_Hyland
train_32.npy,1,extracted_faces/train_32_face_1.jpg,Sarah_Hyland,0,Sarah_Hyland
train_33.npy,0,extracted_faces/train_33_face_0.jpg,Mila_Kunis,2,Mila_Kunis
train_34.npy,0,extracted_faces/train_34_face_0.jpg,Jesse_Eisenberg,1,Michael_Cera
train_34.npy,1,extracted_faces/train_34_face_1.jpg,Jesse_Eisenberg,1,Jesse_Eisenberg
train_34.npy,2,extracted_faces/train_34_face_2.jpg,Jesse_Eisenberg,1,Not_A_Face
train_35.npy,0,extracted_faces/train_35_face_0.jpg,Jesse_Eisenberg,1,Jesse_Eisenberg
train_36.npy,0,extracted_faces/train_36_face_0.jpg,Sarah_Hyland,0,Sarah_Hyland
train_37.npy,0,extracted_faces/train_37_face_0.jpg,Mila_Kunis,2,Mila_Kunis
train_38.npy,0,extracted_faces/train_38_face_0.jpg,Mila_Kunis,2,Mila_Kunis
train_39.npy,0,extracted_faces/train_39_face_0.jpg,Mila_Kunis,2,Mila_Kunis
train_39.npy,1,extracted_faces/train_39_face_1.jpg,Mila_Kunis,2,Not_A_Face
train_40.npy,0,extracted_faces/train_40_face_0.jpg,Mila_Kunis,2,Not_A_Face
train_40.npy,1,extracted_faces/train_40_face_1.jpg,Mila_Kunis,2,Mila_Kunis
train_41.npy,0,extracted_faces/train_41_face_0.jpg,Michael_Cera,0,Michael_Cera
train_41.npy,1,extracted_faces/train_41_face_1.jpg,Michael_Cera,0,Not_A_Face
train_42.npy,0,extracted_faces/train_42_face_0.jpg,Sarah_Hyland,0,Sarah_Hyland
train_43.npy,0,extracted_faces/train_43_face_0.jpg,Mila_Kunis,2,Mila_Kunis
train_44.npy,0,extracted_faces/train_44_face_0.jpg,Michael_Cera,0,Michael_Cera
train_45.npy,0,extracted_faces/train_45_face_0.jpg,Jesse_Eisenberg,1,Jesse_Eisenberg
train_46.npy,0,extracted_faces/train_46_face_0.jpg,Mila_Kunis,2,Mila_Kunis
train_47.npy,0,extracted_faces/train_47_face_0.jpg,Sarah_Hyland,0,Sarah_Hyland
train_48.npy,0,extracted_faces/train_48_face_0.jpg,Jesse_Eisenberg,1,Jesse_Eisenberg
train_49.npy,0,extracted_faces/train_49_face_0.jpg,Jesse_Eisenberg,1,Jesse_Eisenberg
train_49.npy,1,extracted_faces/train_49_face_1.jpg,Jesse_Eisenberg,1,Not_A_Face
train_50.npy,0,extracted_faces/train_50_face_0.jpg,Mila_Kunis,2,Mila_Kunis
train_50.npy,1,extracted_faces/train_50_face_1.jpg,Mila_Kunis,2,Not_A_Face
train_51.npy,0,extracted_faces/train_51_face_0.jpg,Mila_Kunis,2,Mila_Kunis
train_52.npy,0,extracted_faces/train_52_face_0.jpg,Jesse_Eisenberg,1,Not_A_Face
train_52.npy,1,extracted_faces/train_52_face_1.jpg,Jesse_Eisenberg,1,Jesse_Eisenberg
train_53.npy,0,extracted_faces/train_53_face_0.jpg,Jesse_Eisenberg,1,Not_A_Face
train_53.npy,1,extracted_faces/train_53_face_1.jpg,Jesse_Eisenberg,1,Jesse_Eisenberg
train_54.npy,0,extracted_faces/train_54_face_0.jpg,Jesse_Eisenberg,1,Jesse_Eisenberg
train_55.npy,0,extracted_faces/train_55_face_0.jpg,Sarah_Hyland,0,Sarah_Hyland
train_56.npy,0,extracted_faces/train_56_face_0.jpg,Mila_Kunis,2,Mila_Kunis
train_57.npy,0,extracted_faces/train_57_face_0.jpg,Mila_Kunis,2,Mila_Kunis
train_57.npy,1,extracted_faces/train_57_face_1.jpg,Mila_Kunis,2,Mila_Kunis
train_58.npy,0,extracted_faces/train_58_face_0.jpg,Sarah_Hyland,0,Sarah_Hyland
train_59.npy,0,extracted_faces/train_59_face_0.jpg,Sarah_Hyland,0,Not_A_Face
train_59.npy,1,extracted_faces/train_59_face_1.jpg,Sarah_Hyland,0,Sarah_Hyland
train_60.npy,0,extracted_faces/train_60_face_0.jpg,Jesse_Eisenberg,1,Jesse_Eisenberg
train_61.npy,0,extracted_faces/train_61_face_0.jpg,Mila_Kunis,2,Mila_Kunis
train_61.npy,1,extracted_faces/train_61_face_1.jpg,Mila_Kunis,2,Not_A_Face
train_62.npy,0,extracted_faces/train_62_face_0.jpg,Jesse_Eisenberg,1,Jesse_Eisenberg
train_63.npy,0,extracted_faces/train_63_face_0.jpg,Sarah_Hyland,0,Sarah_Hyland
train_64.npy,0,extracted_faces/train_64_face_0.jpg,Mila_Kunis,2,Mila_Kunis
train_65.npy,0,extracted_faces/train_65_face_0.jpg,Mila_Kunis,2,Not_A_Face
train_66.npy,0,extracted_faces/train_66_face_0.jpg,Jesse_Eisenberg,1,Jesse_Eisenberg
train_67.npy,0,extracted_faces/train_67_face_0.jpg,Mila_Kunis,2,Mila_Kunis
train_68.npy,0,extracted_faces/train_68_face_0.jpg,Jesse_Eisenberg,1,Jesse_Eisenberg
train_69.npy,0,extracted_faces/train_69_face_0.jpg,Jesse_Eisenberg,1,Jesse_Eisenberg
train_70.npy,0,extracted_faces/train_70_face_0.jpg,Jesse_Eisenberg,1,Jesse_Eisenberg
train_70.npy,1,extracted_faces/train_70_face_1.jpg,Jesse_Eisenberg,1,Not_A_Face
train_70.npy,2,extracted_faces/train_70_face_2.jpg,Jesse_Eisenberg,1,Not_A_Face
train_71.npy,0,extracted_faces/train_71_face_0.jpg,Michael_Cera,0,Michael_Cera
train_72.npy,0,extracted_faces/train_72_face_0.jpg,Jesse_Eisenberg,1,Jesse_Eisenberg
train_73.npy,0,extracted_faces/train_73_face_0.jpg,Jesse_Eisenberg,1,Jesse_Eisenberg
train_74.npy,0,extracted_faces/train_74_face_0.jpg,Mila_Kunis,2,Mila_Kunis
train_75.npy,0,extracted_faces/train_75_face_0.jpg,Mila_Kunis,2,Mila_Kunis
train_76.npy,0,extracted_faces/train_76_face_0.jpg,Michael_Cera,0,Michael_Cera
train_77.npy,0,extracted_faces/train_77_face_0.jpg,Mila_Kunis,2,Mila_Kunis
train_77.npy,1,extracted_faces/train_77_face_1.jpg,Mila_Kunis,2,Mila_Kunis
train_78.npy,0,extracted_faces/train_78_face_0.jpg,Mila_Kunis,2,Mila_Kunis
train_79.npy,0,extracted_faces/train_79_face_0.jpg,Michael_Cera,0,Michael_Cera
